ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-09-05,31451.71624288646,64226.25000000001,28989.611701873615,37232.0820354271,31451.71624288646,31451.71624288646,1728.3514064427354,1728.3514064427354,1728.3514064427354,1728.3514064427354,1728.3514064427354,1728.3514064427354,0.0,0.0,0.0,33180.0676493292
2016-09-12,31445.18074499601,64226.25000000001,28758.56450776785,37478.21967597182,31445.18074499601,31445.18074499601,1791.0712439438148,1791.0712439438148,1791.0712439438148,1791.0712439438148,1791.0712439438148,1791.0712439438148,0.0,0.0,0.0,33236.251988939825
2016-09-19,31438.645302459274,64226.25000000001,28542.949298836305,37145.355531141286,31438.645302459274,31438.645302459274,1370.868592735912,1370.868592735912,1370.868592735912,1370.868592735912,1370.868592735912,1370.868592735912,0.0,0.0,0.0,32809.51389519519
2016-09-26,31432.109915817353,64226.25000000001,27871.35093074563,36631.56559476602,31432.109915817353,31432.109915817353,851.0893898933531,851.0893898933531,851.0893898933531,851.0893898933531,851.0893898933531,851.0893898933531,0.0,0.0,0.0,32283.199305710707
2016-10-03,31425.574585611375,64226.25000000001,27247.874310298914,36237.932843585106,31425.574585611375,31425.574585611375,475.2876337210832,475.2876337210832,475.2876337210832,475.2876337210832,475.2876337210832,475.2876337210832,0.0,0.0,0.0,31900.86221933246
2016-10-10,31419.039312382447,64226.25000000001,27029.988733720485,35708.00060699025,31419.039312382447,31419.039312382447,126.01293699000966,126.01293699000966,126.01293699000966,126.01293699000966,126.01293699000966,126.01293699000966,0.0,0.0,0.0,31545.052249372457
2016-10-17,31403.066084655617,64226.25000000001,26605.141410624714,35489.221888080436,31403.066084655617,31403.066084655617,-438.677146738449,-438.677146738449,-438.677146738449,-438.677146738449,-438.677146738449,-438.677146738449,0.0,0.0,0.0,30964.388937917167
2016-10-24,31387.093208446673,64226.25000000001,25913.4201094653,34579.53784348014,31387.093208446673,31387.093208446673,-1210.8716549833919,-1210.8716549833919,-1210.8716549833919,-1210.8716549833919,-1210.8716549833919,-1210.8716549833919,0.0,0.0,0.0,30176.22155346328
2016-10-31,31371.12069165508,64226.25000000001,25132.097097404556,33564.92679706253,31371.12069165508,31371.12069165508,-1887.700124613972,-1887.700124613972,-1887.700124613972,-1887.700124613972,-1887.700124613972,-1887.700124613972,0.0,0.0,0.0,29483.420567041107
2016-11-07,31355.148542179548,64226.25000000001,24703.517906596495,33362.64548597005,31355.148542179548,31355.148542179548,-2200.2997898089443,-2200.2997898089443,-2200.2997898089443,-2200.2997898089443,-2200.2997898089443,-2200.2997898089443,0.0,0.0,0.0,29154.848752370603
2016-11-14,31339.17676791808,64226.25000000001,24452.10813906571,33453.17328968612,31339.17676791808,31339.17676791808,-2201.5446543662806,-2201.5446543662806,-2201.5446543662806,-2201.5446543662806,-2201.5446543662806,-2201.5446543662806,0.0,0.0,0.0,29137.6321135518
2016-11-21,31323.205376767968,64226.25000000001,24871.039868510612,33414.56405698369,31323.205376767968,31323.205376767968,-2158.9625821730815,-2158.9625821730815,-2158.9625821730815,-2158.9625821730815,-2158.9625821730815,-2158.9625821730815,0.0,0.0,0.0,29164.242794594888
2016-11-28,31307.234376625704,64226.25000000001,24505.12503064648,33610.06322502419,31307.234376625704,31307.234376625704,-2190.6852806793177,-2190.6852806793177,-2190.6852806793177,-2190.6852806793177,-2190.6852806793177,-2190.6852806793177,0.0,0.0,0.0,29116.549095946386
2016-12-05,31291.26377538701,64226.25000000001,24828.40300644335,33781.58806258079,31291.26377538701,31291.26377538701,-2093.730003998248,-2093.730003998248,-2093.730003998248,-2093.730003998248,-2093.730003998248,-2093.730003998248,0.0,0.0,0.0,29197.533771388764
2016-12-12,31275.293580946847,64226.25000000001,25352.93806031887,34344.467343378135,31275.293580946847,31275.293580946847,-1575.748936280082,-1575.748936280082,-1575.748936280082,-1575.748936280082,-1575.748936280082,-1575.748936280082,0.0,0.0,0.0,29699.544644666767
2016-12-19,31259.32380119933,64226.25000000001,26411.968816151053,34939.19130817782,31259.32380119933,31259.32380119933,-619.5111189290446,-619.5111189290446,-619.5111189290446,-619.5111189290446,-619.5111189290446,-619.5111189290446,0.0,0.0,0.0,30639.812682270287
2016-12-26,31243.354444037814,64226.25000000001,27583.593367849167,35827.08030290889,31243.354444037814,31243.354444037814,435.0179337628872,435.0179337628872,435.0179337628872,435.0179337628872,435.0179337628872,435.0179337628872,0.0,0.0,0.0,31678.3723778007
2017-01-02,31227.38551654051,64226.25000000001,27787.49378875602,36461.753403234994,31227.38551654051,31227.38551654051,1166.1926024286329,1166.1926024286329,1166.1926024286329,1166.1926024286329,1166.1926024286329,1166.1926024286329,0.0,0.0,0.0,32393.578118969144
2017-01-09,31211.41702741336,64226.25000000001,27584.34926344731,37030.542479493786,31211.41702741336,31211.41702741336,1386.367579232588,1386.367579232588,1386.367579232588,1386.367579232588,1386.367579232588,1386.367579232588,0.0,0.0,0.0,32597.78460664595
2017-01-16,31195.448984547096,64226.25000000001,27968.00553218053,36845.952553380666,31195.448984547096,31195.448984547096,1187.4028157817406,1187.4028157817406,1187.4028157817406,1187.4028157817406,1187.4028157817406,1187.4028157817406,0.0,0.0,0.0,32382.851800328837
2017-01-23,31179.481395831604,64226.25000000001,27642.299645447256,36332.571126098155,31179.481395831604,31179.481395831604,750.3486436840866,750.3486436840866,750.3486436840866,750.3486436840866,750.3486436840866,750.3486436840866,0.0,0.0,0.0,31929.83003951569
2017-01-30,31163.514269155858,64226.25000000001,27175.310381930383,35811.88045966339,31163.514269155858,31163.514269155858,190.32729813988828,190.32729813988828,190.32729813988828,190.32729813988828,190.32729813988828,190.32729813988828,0.0,0.0,0.0,31353.841567295745
2017-02-06,31147.547612407947,64226.25000000001,26287.81060141775,35079.61007444254,31147.547612407947,31147.547612407947,-415.8957095730682,-415.8957095730682,-415.8957095730682,-415.8957095730682,-415.8957095730682,-415.8957095730682,0.0,0.0,0.0,30731.651902834878
2017-02-13,31131.581433474985,64226.25000000001,25864.695902008145,34865.71103709758,31131.581433474985,31131.581433474985,-938.7089740342026,-938.7089740342026,-938.7089740342026,-938.7089740342026,-938.7089740342026,-938.7089740342026,0.0,0.0,0.0,30192.872459440783
2017-02-20,31115.61574024317,64226.25000000001,25402.262475904216,34390.46873197967,31115.61574024317,31115.61574024317,-1215.15548416463,-1215.15548416463,-1215.15548416463,-1215.15548416463,-1215.15548416463,-1215.15548416463,0.0,0.0,0.0,29900.460256078542
2017-02-27,31099.65054059774,64226.25000000001,25551.95620686213,34180.587008569964,31099.65054059774,31099.65054059774,-1166.542094473075,-1166.542094473075,-1166.542094473075,-1166.542094473075,-1166.542094473075,-1166.542094473075,0.0,0.0,0.0,29933.108446124665
2017-03-06,31083.685842422943,64226.25000000001,25849.779044140185,34848.51508728661,31083.685842422943,31083.685842422943,-858.4654544098134,-858.4654544098134,-858.4654544098134,-858.4654544098134,-858.4654544098134,-858.4654544098134,0.0,0.0,0.0,30225.22038801313
2017-03-13,31067.721653602035,64226.25000000001,26358.499513213344,35161.819998066814,31067.721653602035,31067.721653602035,-435.5505794408171,-435.5505794408171,-435.5505794408171,-435.5505794408171,-435.5505794408171,-435.5505794408171,0.0,0.0,0.0,30632.17107416122
2017-03-20,31051.757982017276,64226.25000000001,26461.75093341712,35424.97887708371,31051.757982017276,31051.757982017276,-30.78769948250778,-30.78769948250778,-30.78769948250778,-30.78769948250778,-30.78769948250778,-30.78769948250778,0.0,0.0,0.0,31020.970282534767
2017-03-27,31035.794842218645,64226.25000000001,26751.94163221635,35829.6759296379,31035.794842218645,31035.794842218645,250.719085982451,250.719085982451,250.719085982451,250.719085982451,250.719085982451,250.719085982451,0.0,0.0,0.0,31286.513928201097
2017-04-03,31019.832235417132,64226.25000000001,27125.24595997239,35795.59120423738,31019.832235417132,31019.832235417132,323.53877953228556,323.53877953228556,323.53877953228556,323.53877953228556,323.53877953228556,323.53877953228556,0.0,0.0,0.0,31343.371014949418
2017-04-10,31003.87016949188,64226.25000000001,26744.483538328568,35185.751706176015,31003.87016949188,31003.87016949188,189.49421952171684,189.49421952171684,189.49421952171684,189.49421952171684,189.49421952171684,189.49421952171684,0.0,0.0,0.0,31193.364389013594
2017-04-17,30987.908652320933,64226.25000000001,26558.304233844563,35364.0619658121,30987.908652320933,30987.908652320933,30.09952867476194,30.09952867476194,30.09952867476194,30.09952867476194,30.09952867476194,30.09952867476194,0.0,0.0,0.0,31018.008180995694
2017-04-24,30971.947691781268,64226.25000000001,26601.082172613795,35854.934183104546,30971.947691781268,30971.947691781268,142.94568652699192,142.94568652699192,142.94568652699192,142.94568652699192,142.94568652699192,142.94568652699192,0.0,0.0,0.0,31114.89337830826
2017-05-01,30955.98729574876,64226.25000000001,27056.43639819056,35972.04717014161,30955.98729574876,30955.98729574876,677.5836140868522,677.5836140868522,677.5836140868522,677.5836140868522,677.5836140868522,677.5836140868522,0.0,0.0,0.0,31633.570909835613
2017-05-08,30940.02747209817,64226.25000000001,27866.13796411779,36506.799075637864,30940.02747209817,30940.02747209817,1413.3027147520818,1413.3027147520818,1413.3027147520818,1413.3027147520818,1413.3027147520818,1413.3027147520818,0.0,0.0,0.0,32353.33018685025
2017-05-15,30924.068228703123,64226.25000000001,28373.922236829767,37242.65569395299,30924.068228703123,30924.068228703123,1873.2294267420402,1873.2294267420402,1873.2294267420402,1873.2294267420402,1873.2294267420402,1873.2294267420402,0.0,0.0,0.0,32797.29765544516
2017-05-22,30908.109573436086,64226.25000000001,28315.28500033597,36825.59864518615,30908.109573436086,30908.109573436086,1737.3716692775135,1737.3716692775135,1737.3716692775135,1737.3716692775135,1737.3716692775135,1737.3716692775135,0.0,0.0,0.0,32645.4812427136
2017-05-29,30892.151514168378,64226.25000000001,27770.304610962783,36425.46658084731,30892.151514168378,30892.151514168378,1150.31227121996,1150.31227121996,1150.31227121996,1150.31227121996,1150.31227121996,1150.31227121996,0.0,0.0,0.0,32042.463785388336
2017-06-05,30876.194058770114,64226.25000000001,26979.676435375917,35859.09732554051,30876.194058770114,30876.194058770114,580.857476706523,580.857476706523,580.857476706523,580.857476706523,580.857476706523,580.857476706523,0.0,0.0,0.0,31457.051535476636
2017-06-12,31004.433536205943,64226.25000000001,26905.223865984848,35662.967522214996,31004.433536205943,31004.433536205943,365.81634163600773,365.81634163600773,365.81634163600773,365.81634163600773,365.81634163600773,365.81634163600773,0.0,0.0,0.0,31370.24987784195
2017-06-19,31132.708426168407,64226.25000000001,27339.408083639162,35932.76681528087,31132.708426168407,31132.708426168407,424.43648418896316,424.43648418896316,424.43648418896316,424.43648418896316,424.43648418896316,424.43648418896316,0.0,0.0,0.0,31557.14491035737
2017-06-26,31261.014639598074,64226.25000000001,27311.127220170725,36468.26171546618,31261.014639598074,31261.014639598074,434.76438815441463,434.76438815441463,434.76438815441463,434.76438815441463,434.76438815441463,434.76438815441463,0.0,0.0,0.0,31695.779027752487
2017-07-03,31389.348083434434,64226.25000000001,27446.583475646894,35965.6962234294,31389.348083434434,31389.348083434434,234.22524351845115,234.22524351845115,234.22524351845115,234.22524351845115,234.22524351845115,234.22524351845115,0.0,0.0,0.0,31623.573326952886
2017-07-10,31517.704661137555,64226.25000000001,27173.07922935442,35598.82160911287,31517.704661137555,31517.704661137555,-30.666492011382868,-30.666492011382868,-30.666492011382868,-30.666492011382868,-30.666492011382868,-30.666492011382868,0.0,0.0,0.0,31487.038169126172
2017-07-17,31646.080273210628,64226.25000000001,27476.060020782836,36134.220792417116,31646.080273210628,31646.080273210628,-147.3655152074202,-147.3655152074202,-147.3655152074202,-147.3655152074202,-147.3655152074202,-147.3655152074202,0.0,0.0,0.0,31498.714758003207
2017-07-24,31774.47081772339,64226.25000000001,27361.10131615148,35880.521543525836,31774.47081772339,31774.47081772339,-127.32588916716067,-127.32588916716067,-127.32588916716067,-127.32588916716067,-127.32588916716067,-127.32588916716067,0.0,0.0,0.0,31647.14492855623
2017-07-31,31902.872190836082,64226.25000000001,27617.35064807516,35978.05399324836,31902.872190836082,31902.872190836082,-158.55385275662388,-158.55385275662388,-158.55385275662388,-158.55385275662388,-158.55385275662388,-158.55385275662388,0.0,0.0,0.0,31744.318338079458
2017-08-07,32031.280287324105,64226.25000000001,27200.274108569287,35876.89240565839,32031.280287324105,32031.280287324105,-288.6312691914074,-288.6312691914074,-288.6312691914074,-288.6312691914074,-288.6312691914074,-288.6312691914074,0.0,0.0,0.0,31742.6490181327
2017-08-14,32159.6910011029,64226.25000000001,27444.74403231306,36285.27786055532,32159.6910011029,32159.6910011029,-273.5399930688381,-273.5399930688381,-273.5399930688381,-273.5399930688381,-273.5399930688381,-273.5399930688381,0.0,0.0,0.0,31886.151008034063
2017-08-21,32288.10022575312,64226.25000000001,28194.378801572188,36909.982650847494,32288.10022575312,32288.10022575312,165.24784105220465,165.24784105220465,165.24784105220465,165.24784105220465,165.24784105220465,165.24784105220465,0.0,0.0,0.0,32453.348066805327
2017-08-28,32416.503855045903,64226.25000000001,28815.064073107842,37667.82491313206,32416.503855045903,32416.503855045903,957.3186625733218,957.3186625733218,957.3186625733218,957.3186625733218,957.3186625733218,957.3186625733218,0.0,0.0,0.0,33373.82251761923
2017-09-04,32544.897787614293,64226.25000000001,29890.314058410906,38648.85541705594,32544.897787614293,32544.897787614293,1652.4540928109866,1652.4540928109866,1652.4540928109866,1652.4540928109866,1652.4540928109866,1652.4540928109866,0.0,0.0,0.0,34197.35188042528
2017-09-11,32673.27791503856,64226.25000000001,29880.610443764614,38881.912500355924,32673.27791503856,32673.27791503856,1823.7666331139646,1823.7666331139646,1823.7666331139646,1823.7666331139646,1823.7666331139646,1823.7666331139646,0.0,0.0,0.0,34497.044548152524
2017-09-18,32801.6401348112,64226.25000000001,30004.94488725813,38551.22827178322,32801.6401348112,32801.6401348112,1464.9992478081233,1464.9992478081233,1464.9992478081233,1464.9992478081233,1464.9992478081233,1464.9992478081233,0.0,0.0,0.0,34266.63938261932
2017-09-25,32929.98034671427,64226.25000000001,29559.712053513522,38017.19171867277,32929.98034671427,32929.98034671427,935.6019280058871,935.6019280058871,935.6019280058871,935.6019280058871,935.6019280058871,935.6019280058871,0.0,0.0,0.0,33865.58227472016
2017-10-02,33058.29445334298,64226.25000000001,29172.872248094387,38081.14976669583,33058.29445334298,33058.29445334298,533.0502050638669,533.0502050638669,533.0502050638669,533.0502050638669,533.0502050638669,533.0502050638669,0.0,0.0,0.0,33591.34465840685
2017-10-09,33186.578360628526,64226.25000000001,28410.481791948583,37416.833948099316,33186.578360628526,33186.578360628526,198.79426111128868,198.79426111128868,198.79426111128868,198.79426111128868,198.79426111128868,198.79426111128868,0.0,0.0,0.0,33385.372621739814
2017-10-16,33314.827978359914,64226.25000000001,28870.46827300704,37568.89756411567,33314.827978359914,33314.827978359914,-317.47248754337744,-317.47248754337744,-317.47248754337744,-317.47248754337744,-317.47248754337744,-317.47248754337744,0.0,0.0,0.0,32997.35549081654
2017-10-23,33443.0392207049,64226.25000000001,28041.941258350398,36650.18762939554,33443.0392207049,33443.0392207049,-1069.2733585665965,-1069.2733585665965,-1069.2733585665965,-1069.2733585665965,-1069.2733585665965,-1069.2733585665965,0.0,0.0,0.0,32373.765862138305
2017-10-30,33571.208006729634,64226.25000000001,27266.59070446338,36240.01710874524,33571.208006729634,33571.208006729634,-1789.2480264847952,-1789.2480264847952,-1789.2480264847952,-1789.2480264847952,-1789.2480264847952,-1789.2480264847952,0.0,0.0,0.0,31781.95998024484
2017-11-06,33699.33026091696,64226.25000000001,27180.09894933618,35934.69767551538,33699.33026091696,33699.33026091696,-2173.4425390407623,-2173.4425390407623,-2173.4425390407623,-2173.4425390407623,-2173.4425390407623,-2173.4425390407623,0.0,0.0,0.0,31525.8877218762
2017-11-13,33827.401913683396,64226.25000000001,27114.570819806613,35659.578181123296,33827.401913683396,33827.401913683396,-2212.4084468354304,-2212.4084468354304,-2212.4084468354304,-2212.4084468354304,-2212.4084468354304,-2212.4084468354304,0.0,0.0,0.0,31614.993466847965
2017-11-20,33955.418904964026,64226.25000000001,27090.973753803908,35974.424554627185,33955.418904964026,33955.418904964026,-2160.16463538377,-2160.16463538377,-2160.16463538377,-2160.16463538377,-2160.16463538377,-2160.16463538377,0.0,0.0,0.0,31795.254269580255
2017-11-27,34083.37717551395,64226.25000000001,27573.159819500324,36132.39019846759,34083.37717551395,34083.37717551395,-2185.1864566380896,-2185.1864566380896,-2185.1864566380896,-2185.1864566380896,-2185.1864566380896,-2185.1864566380896,0.0,0.0,0.0,31898.190718875863
2017-12-04,34211.27267663472,64226.25000000001,27611.91324460048,36484.074705610365,34211.27267663472,34211.27267663472,-2135.3749923061036,-2135.3749923061036,-2135.3749923061036,-2135.3749923061036,-2135.3749923061036,-2135.3749923061036,0.0,0.0,0.0,32075.897684328615
2017-12-11,34339.10136761153,64226.25000000001,28302.9536567898,36790.89193991537,34339.10136761153,34339.10136761153,-1705.2737953523113,-1705.2737953523113,-1705.2737953523113,-1705.2737953523113,-1705.2737953523113,-1705.2737953523113,0.0,0.0,0.0,32633.827572259223
2017-12-18,34466.85921622074,64226.25000000001,29552.002611941232,37903.64204605811,34466.85921622074,34466.85921622074,-810.5491197584049,-810.5491197584049,-810.5491197584049,-810.5491197584049,-810.5491197584049,-810.5491197584049,0.0,0.0,0.0,33656.31009646234
2017-12-25,34594.542199235024,64226.25000000001,30270.553334193944,39061.7267708933,34594.542199235024,34594.542199235024,260.0487636411917,260.0487636411917,260.0487636411917,260.0487636411917,260.0487636411917,260.0487636411917,0.0,0.0,0.0,34854.59096287622
2018-01-01,34722.14630292619,64226.25000000001,31031.39079409464,40282.92920204801,34722.14630292619,34722.14630292619,1072.0092136498993,1072.0092136498993,1072.0092136498993,1072.0092136498993,1072.0092136498993,1072.0092136498993,0.0,0.0,0.0,35794.15551657609
2018-01-08,34849.66752356531,64226.25000000001,31910.476912185415,40486.13177871111,34849.66752356531,34849.66752356531,1382.9557183134432,1382.9557183134432,1382.9557183134432,1382.9557183134432,1382.9557183134432,1382.9557183134432,0.0,0.0,0.0,36232.623241878755
2018-01-15,34977.101867920326,64226.25000000001,32047.59988228223,40846.461188571855,34977.101867920326,34977.101867920326,1245.1495855437822,1245.1495855437822,1245.1495855437822,1245.1495855437822,1245.1495855437822,1245.1495855437822,0.0,0.0,0.0,36222.25145346411
2018-01-22,35104.44535375072,64226.25000000001,31431.779084955586,40123.60113728158,35104.44535375072,35104.44535375072,839.6302215528539,839.6302215528539,839.6302215528539,839.6302215528539,839.6302215528539,839.6302215528539,0.0,0.0,0.0,35944.07557530358
2018-01-29,35231.694010299274,64226.25000000001,30878.677062663202,39988.774734832805,35231.694010299274,35231.694010299274,296.2595414942294,296.2595414942294,296.2595414942294,296.2595414942294,296.2595414942294,296.2595414942294,0.0,0.0,0.0,35527.9535517935
2018-02-05,35358.84387878079,64226.25000000001,30609.90925736209,39482.30741415638,35358.84387878079,35358.84387878079,-309.0565757455315,-309.0565757455315,-309.0565757455315,-309.0565757455315,-309.0565757455315,-309.0565757455315,0.0,0.0,0.0,35049.78730303526
2018-02-12,35485.89101175371,64226.25000000001,30265.685950111787,38946.444973864825,35485.89101175371,35485.89101175371,-859.109778424241,-859.109778424241,-859.109778424241,-859.109778424241,-859.109778424241,-859.109778424241,0.0,0.0,0.0,34626.78123332947
2018-02-19,35612.83147694578,64226.25000000001,29961.430381447113,38671.18123234877,35612.83147694578,35612.83147694578,-1189.2834407820037,-1189.2834407820037,-1189.2834407820037,-1189.2834407820037,-1189.2834407820037,-1189.2834407820037,0.0,0.0,0.0,34423.548036163775
2018-02-26,35739.661354387514,64226.25000000001,30170.60863525691,38946.83347974838,35739.661354387514,35739.661354387514,-1197.808867617808,-1197.808867617808,-1197.808867617808,-1197.808867617808,-1197.808867617808,-1197.808867617808,0.0,0.0,0.0,34541.852486769705
2018-03-05,35866.376738003004,64226.25000000001,30460.997453545737,39317.62882630748,35866.376738003004,35866.376738003004,-926.2814361459053,-926.2814361459053,-926.2814361459053,-926.2814361459053,-926.2814361459053,-926.2814361459053,0.0,0.0,0.0,34940.0953018571
2018-03-12,35992.97373608144,64226.25000000001,31074.611778658033,40006.9348082919,35992.97373608144,35992.97373608144,-513.0809747358329,-513.0809747358329,-513.0809747358329,-513.0809747358329,-513.0809747358329,-513.0809747358329,0.0,0.0,0.0,35479.8927613456
2018-03-19,36119.44847174471,64226.25000000001,31787.860916024143,40145.16614884725,36119.44847174471,36119.44847174471,-96.87719921392458,-96.87719921392458,-96.87719921392458,-96.87719921392458,-96.87719921392458,-96.87719921392458,0.0,0.0,0.0,36022.57127253079
2018-03-26,36245.7970834113,64226.25000000001,31966.335633381117,40985.93413492465,36245.7970834113,36245.7970834113,213.79615087923224,213.79615087923224,213.79615087923224,213.79615087923224,213.79615087923224,213.79615087923224,0.0,0.0,0.0,36459.59323429053
2018-04-02,36372.01572525585,64226.25000000001,32386.943057642853,41184.21831646366,36372.01572525585,36372.01572525585,327.7812944788647,327.7812944788647,327.7812944788647,327.7812944788647,327.7812944788647,327.7812944788647,0.0,0.0,0.0,36699.79701973472
2018-04-09,36498.10056766489,64226.25000000001,31987.876631881216,40932.660232743605,36498.10056766489,36498.10056766489,223.0643461109424,223.0643461109424,223.0643461109424,223.0643461109424,223.0643461109424,223.0643461109424,0.0,0.0,0.0,36721.164913775836
2018-04-16,36624.04779768805,64226.25000000001,32171.996942480117,41255.66338467902,36624.04779768805,36624.04779768805,47.06588690886629,47.06588690886629,47.06588690886629,47.06588690886629,47.06588690886629,47.06588690886629,0.0,0.0,0.0,36671.113684596916
2018-04-23,36749.85361948508,64226.25000000001,32240.39300432974,41131.81919114767,36749.85361948508,36749.85361948508,91.92944715100278,91.92944715100278,91.92944715100278,91.92944715100278,91.92944715100278,91.92944715100278,0.0,0.0,0.0,36841.78306663608
2018-04-30,36875.514259099014,64226.25000000001,32984.312341621655,42055.39713471047,36875.514259099014,36875.514259099014,555.86467178235,555.86467178235,555.86467178235,555.86467178235,555.86467178235,555.86467178235,0.0,0.0,0.0,37431.378930881365
2018-05-07,37001.02595189155,64226.25000000001,33983.884505199945,42736.529880672206,37001.02595189155,37001.02595189155,1287.7772644755935,1287.7772644755935,1287.7772644755935,1287.7772644755935,1287.7772644755935,1287.7772644755935,0.0,0.0,0.0,38288.803216367145
2018-05-14,37126.3849559888,64226.25000000001,34745.26965065007,43226.626275636,37126.3849559888,37126.3849559888,1830.9132904627268,1830.9132904627268,1830.9132904627268,1830.9132904627268,1830.9132904627268,1830.9132904627268,0.0,0.0,0.0,38957.29824645152
